ZipCode,MedianIncome,MarginOfError
47032,69022,16187
47033,,
47034,,
47035,,
47036,77566,26123
47037,65913,10825
47038,63300,18910
47040,55703,5234
47041,76440,8645
47042,71382,18562
47043,55054,9758
47060,78542,21224
47102,37620,11916
47104,,
47106,68571,14062
47108,48694,8282
47110,68558,12578
47111,81657,8221
47112,59798,4478
47114,78015,43647
47115,54145,23255
47116,35750,10932
47117,67700,22224
47118,36364,7024
47119,102669,6393
47120,64792,29094
47122,93001,5186
47123,49167,36014
47124,91731,12362
47125,46500,23633
47126,79418,5082
47129,47409,2591
47130,58900,3391
47135,91161,35371
47136,92866,8022
47137,52500,17573
47138,66553,10259
47140,47222,14768
47141,69125,22747
47142,54643,42820
47143,99461,9920
47145,47950,8968
47147,51906,23548
47150,57843,2926
47160,46563,42179
47161,72775,6172
47162,64038,15113
47163,47401,25004
47164,55364,6464
47165,63028,18113
47166,67768,28895
47167,50324,3885
47170,46512,2661
47172,73398,5648
47174,,
47175,67596,62385
47177,64250,16195
47201,71864,4150
47203,69744,6884
47220,60035,8129
47223,70934,18364
47224,49509,14569
47225,,
47226,57214,15669
47227,69123,6563
47229,53125,8990
47230,62452,13394
47231,64917,52186
47232,59570,7701
47234,68534,11806
47235,70114,27011
47236,113056,61897
47240,65208,3779
47243,54000,10862
47244,69375,26242
47246,75313,13386
47247,38750,13090
47250,51547,5394
47260,57644,17443
47263,51607,22994
47264,59583,41783
47265,58728,3566
47270,73984,36242
47272,65349,11568
47273,79615,9496
47274,60062,3420
47280,73913,38317
47281,59861,17663
47282,36705,10637
47283,70305,18027
47302,40693,2251
47303,35973,4452
47304,60037,3668
47305,26052,5504
47306,,
47320,52951,6208
47324,41563,29843
47325,75903,27674
47326,46806,13761
47327,50129,8393
47330,61111,9414
47331,47887,3321
47334,65266,6458
47335,44063,12993
47336,43142,2438
47337,49583,28135
47338,58167,9710
47339,56250,37427
47340,58628,10152
47341,68750,11201
47342,53906,20358
47344,,
47345,72702,10464
47346,58373,4252
47348,42883,5475
47351,54375,10229
47352,42132,15666
47353,61739,9847
47354,55368,7369
47355,56827,11908
47356,62072,8274
47357,58885,5854
47358,54196,22589
47359,61133,10399
47360,52969,21358
47361,58816,9180
47362,51628,2464
47366,,
47367,,
47368,56892,5498
47369,45000,3114
47370,40313,30184
47371,51630,5672
47373,48733,2838
47374,45517,2965
47380,46797,7588
47381,48472,13392
47382,46667,20176
47383,68816,20678
47384,67941,10648
47385,80568,25743
47386,68709,3174
47387,59583,15332
47388,44250,24682
47390,39423,9110
47392,,
47393,76083,11174
47394,59970,6529
47396,73214,12530
47401,54438,2412
47403,60024,3429
47404,47121,3371
47405,,
47406,,
47408,38910,6146
47420,,
47421,60343,5455
47424,62283,4991
47427,78750,15724
47429,76453,8094
47431,67417,9997
47432,55551,7378
47433,50671,4332
47434,,
47435,,
47436,58529,15381
47437,,
47438,48810,11224
47441,49841,11893
47443,54063,10094
47445,,
47446,55020,5539
47448,55795,7315
47449,50536,9477
47451,57000,15921
47452,61082,4725
47453,67557,49561
47454,49844,14602
47455,,
47456,60504,13485
47457,,
47458,,
47459,69340,12412
47460,54518,5612
47462,74899,19112
47464,55938,41629
47465,48092,16160
47467,,
47468,59397,16764
47469,60881,8065
47470,63648,11218
47471,53846,11996
47501,51424,4344
47512,53528,10820
47513,54259,14065
47514,,
47515,53839,20689
47516,78625,15708
47519,109306,57692
47520,50625,15748
47521,89726,19441
47522,67689,26330
47523,63188,14846
47524,64063,41970
47525,45139,35733
47527,78019,5017
47528,51250,27382
47529,60893,13742
47531,75357,32211
47532,74419,13817
47535,40263,34212
47537,45134,8228
47541,68095,17374
47542,56670,10525
47546,63316,6105
47550,68571,26126
47551,89821,8791
47552,"250000",
47553,60877,6441
47557,64009,19963
47558,66415,9236
47561,42446,9191
47562,65587,11691
47564,65625,17775
47567,57338,11184
47568,45000,23677
47573,,
47574,80625,26178
47575,96953,40791
47576,75000,36583
47577,61324,26308
47578,49421,4403
47579,85000,23583
47580,,
47581,54590,10653
47584,53393,19102
47585,61528,29862
47586,52828,3757
47588,51829,6013
47590,43289,15765
47591,49661,5100
47596,,
47597,65568,14696
47598,51743,18017
47601,71907,12147
47610,62051,7552
47611,49236,8600
47612,53393,26865
47613,99722,12351
47615,59904,16149
47616,,
47619,60664,10917
47620,66294,4491
47630,92389,7168
47631,56921,11369
47633,55326,10609
47634,52788,14626
47635,50069,10587
47637,64722,21527
47638,80386,11911
47639,78294,8858
47640,52054,16758
47648,64257,11283
47649,51500,17536
47654,,
47660,50341,6659
47665,59049,8182
47666,58125,23499
47670,56429,6426
47683,65833,25166
47708,53750,37402
47710,38985,2462
47711,58497,4217
47712,55853,2840
47713,31576,2773
47714,49045,2750
47715,52645,4418
47720,66744,3514
47725,96231,6587
47802,52878,2987
47803,55211,3341
47804,36042,2456
47805,60530,4800
47807,23495,6300
47809,,
47831,,
47832,82992,5575
47833,84519,40357
47834,62440,7205
47836,,
47837,68382,18683
47838,60667,13087
47840,82232,13168
47841,46806,15822
47842,50470,5996
47845,,
47846,79492,16301
47847,47183,10643
47848,49931,10172
47849,79063,18389
47850,57417,12247
47851,,
47853,72500,24996
47854,98438,29878
47855,40526,6290
47857,71094,19999
47858,45750,30962
47859,,
47860,33939,6301
47861,50000,16605
47862,48029,16014
47863,66458,17587
47865,,
47866,90938,73079
47868,43823,5168
47869,,
47870,,
47871,48333,11909
47872,56853,5763
47874,59702,11813
47875,,
47876,,
47879,44917,6618
47880,,
47881,55417,20345
47882,48929,6504
47884,65200,12340
47885,53145,5243
47901,41340,10103
47904,39421,3069
47905,58314,5123
47906,48542,5976
47907,,
47909,62661,4018
47916,47917,34949
47917,87917,28770
47918,57245,9024
47920,103182,12840
47921,60083,13388
47922,51250,9257
47923,67179,7845
47924,78964,9746
47925,,
47926,60769,6220
47928,57426,9993
47929,64625,12234
47930,53839,3166
47932,59141,5494
47933,54551,4313
47940,64615,7723
47941,67500,6823
47942,72031,13760
47943,53816,26688
47944,50708,9088
47946,73188,17422
47948,52328,21181
47949,68008,10289
47950,62831,18154
47951,55813,3708
47952,40955,6200
47954,75556,10420
47955,58250,12103
47957,50505,6377
47958,42500,25105
47959,52795,3725
47960,58804,5535
47963,63507,12930
47964,46250,13309
47965,64063,11104
47966,48125,16265
47967,70762,15752
47968,65139,16909
47969,48750,29330
47970,59148,5906
47971,46250,5666
47974,83629,9097
47975,76591,19812
47977,66716,4144
47978,60522,9735
47980,53750,9365
47981,93188,30987
47982,58750,21325
47983,67727,39652
47986,,
47987,57670,7453
47989,92682,28252
47990,52928,7651
47991,90114,19835
47992,78581,18288
47993,58542,6314
47994,66667,16205
47995,70179,11737
47997,62000,57303
48001,58800,4663
48002,80603,7249
48003,79784,9272
48005,91122,12085
48006,66645,8611
48009,137907,12599
48014,62417,11240
48015,47391,4463
48017,77050,6002
48021,52155,3697
48022,83686,7793
48023,84890,13452
48025,154073,9124
48026,59471,6131
48027,76705,10166
48028,78750,13207
48030,50871,5256
48032,73287,5214
48033,53096,5132
48034,52749,4341
48035,61527,2815
48036,57225,4150
48038,70115,5229
48039,60542,9674
48040,59504,8003
48041,90906,10795
48042,114395,8790
48043,48101,6185
48044,102824,4263
48045,71303,3770
48047,84561,4245
48048,60639,8330
48049,79665,13211
48050,79500,15370
48051,80644,4879
48054,69306,9398
48059,69866,5856
48060,46534,2476
48062,69485,14855
48063,96977,8051
48064,80781,8319
48065,86886,19040
48066,51861,2528
48067,93902,7044
48069,134917,22275
48070,157665,11732
48071,58537,4315
48072,96993,6052
48073,82049,4914
48074,55942,6212
48075,61716,2648
48076,74986,4094
48079,84593,9909
48080,62521,3132
48081,68178,5057
48082,69015,5455
48083,80222,3514
48084,101599,7000
48085,123388,7936
48088,70523,3431
48089,43903,2143
48091,47118,3856
48092,62728,4933
48093,59426,4080
48094,87687,10886
48095,127396,20512
48096,109250,31024
48097,53063,7411
48098,149337,10017
48101,69455,4771
48103,106715,5833
48104,58082,6920
48105,83947,7105
48108,73184,7307
48109,11404,788
48111,64318,3446
48114,100757,5959
48116,93022,4511
48117,69678,9307
48118,85731,9433
48120,56025,15287
48122,36700,7182
48124,75504,4308
48125,52912,2784
48126,42103,3138
48127,57164,3733
48128,88229,17058
48130,122781,15900
48131,74361,10927
48133,60998,4994
48134,80959,5083
48135,59049,4454
48137,75086,14431
48138,113644,10466
48139,51250,18045
48140,87400,13621
48141,34122,3573
48143,,
48144,90642,15350
48145,70156,12657
48146,49794,2988
48150,85947,3931
48152,78413,6038
48154,92485,3452
48157,42125,10053
48158,87956,5238
48159,65250,11557
48160,85450,6381
48161,58214,2881
48162,64423,3916
48164,96507,8857
48165,84129,16162
48166,66370,8117
48167,105802,8521
48168,153665,10461
48169,94893,4207
48170,96861,5714
48173,78438,8252
48174,58558,5261
48176,103172,8441
48177,76157,21038
48178,117342,10107
48179,93066,16568
48180,55358,3208
48182,72163,4662
48183,69220,3619
48184,47856,4207
48185,53570,3075
48186,58759,3670
48187,100150,5422
48188,109037,4472
48189,73702,5194
48190,164250,113967
48191,90547,9780
48192,58869,4787
48193,63716,3768
48195,60152,4069
48197,63676,3260
48198,55774,2778
48201,21180,2377
48202,31269,1765
48203,29881,3633
48204,27609,3462
48205,39988,1876
48206,32200,4483
48207,37139,2985
48208,23827,4721
48209,34104,3038
48210,33711,2317
48211,30271,3073
48212,32439,2182
48213,28718,3410
48214,30313,4052
48215,30017,3364
48216,38844,3850
48217,37917,5116
48218,24034,4533
48219,39179,2201
48220,74090,5617
48221,46209,2878
48223,38933,4687
48224,37206,2272
48225,52600,3036
48226,75236,7008
48227,31211,1983
48228,31330,2477
48229,36985,9372
48230,125018,13706
48233,,
48234,33583,2476
48235,36219,2296
48236,120156,9048
48237,58700,5291
48238,28701,4911
48239,62278,3420
48240,55352,3509
48242,,
48243,,
48301,156192,14905
48302,150556,16464
48304,131270,8830
48306,161851,6517
48307,94914,4949
48309,108588,5362
48310,67389,5691
48312,67126,2888
48313,79602,5929
48314,70331,4236
48315,97201,7626
48316,91920,10124
48317,67122,4883
48320,69139,10974
48322,103293,6824
48323,125262,12546
48324,131002,6212
48326,74308,4485
48327,63998,4319
48328,60825,5073
48329,80016,4381
48331,111471,9981
48334,85992,7542
48335,89859,6728
48336,77993,7339
48340,40982,3241
48341,36538,6624
48342,28561,4858
48346,84795,5897
48348,115772,12335
48350,97981,13306
48353,76484,11798
48356,96446,6540
48357,86979,12533
48359,87356,13656
48360,117484,10955
48362,98333,9179
48363,157536,12033
48367,95746,10167
48370,89000,17249
48371,100872,10854
48374,158631,11153
48375,101812,5772
48377,73345,2887
48380,121116,6490
48381,90273,7671
48382,117753,7693
48383,89646,9429
48386,83598,5911
48390,74951,5951
48393,70215,9462
48401,53917,10946
48410,48438,5664
48411,,
48412,72473,7849
48413,50200,2025
48414,68750,16831
48415,68860,6585
48416,59081,5872
48417,62647,8382
48418,74531,11837
48419,54018,5922
48420,58443,3817
48421,61184,2216
48422,54005,3634
48423,59385,3074
48426,58947,13991
48427,53807,3390
48428,82272,8484
48429,53682,3254
48430,88196,4740
48432,58438,13390
48433,71041,3793
48434,34500,12976
48435,76222,7358
48436,84055,6914
48437,33750,11117
48438,99167,17895
48439,81012,6344
48440,,
48441,50563,5491
48442,68908,6393
48444,63166,5294
48445,47625,8569
48446,62361,4929
48449,53484,3984
48450,50181,6651
48451,93134,8373
48453,44201,2667
48454,50833,6141
48455,86357,5630
48456,53438,13115
48457,57209,4513
48458,40257,3673
48460,74632,9020
48461,68606,3256
48462,93428,5877
48463,62880,2906
48464,57857,9327
48465,54375,16438
48466,50926,5911
48467,47317,5785
48468,55294,5935
48469,46557,3014
48470,50385,6149
48471,52250,3740
48472,53828,10567
48473,68532,2254
48475,58688,6629
48476,67250,15444
48502,40938,34782
48503,33179,2830
48504,36811,2268
48505,29061,2112
48506,41218,2692
48507,38491,2603
48509,59769,8614
48519,54728,9232
48529,30985,3940
48532,45968,3331
48601,34030,1701
48602,38724,4353
48603,58341,3062
48604,47458,8516
48607,37917,6875
48609,72140,6130
48610,46328,7414
48611,65000,13999
48612,48025,2476
48613,44886,13124
48614,48750,9378
48615,64063,13731
48616,54264,4507
48617,53919,6608
48618,52934,4607
48619,41815,3758
48620,48750,32890
48621,45714,7355
48622,50722,5163
48623,76402,9753
48624,48264,2077
48625,37217,2299
48626,80250,11859
48627,62639,39595
48628,76429,12162
48629,48013,5100
48630,,
48631,70743,10016
48632,42929,5682
48633,,
48634,69286,12146
48635,43821,7253
48636,55096,17360
48637,55929,5425
48638,57767,7643
48640,71131,4783
48642,68525,2951
48647,46359,4495
48649,59844,6354
48650,60658,8187
48651,38638,5061
48652,63897,11037
48653,56725,3850
48654,41507,4286
48655,63007,5478
48656,37241,2901
48657,62549,6779
48658,45227,4609
48659,52961,4281
48661,49149,3327
48662,60388,10817
48701,51917,7711
48703,48889,5783
48705,37321,9662
48706,53002,3330
48708,43074,2751
48710,,
48720,48355,12094
48721,40000,25725
48722,57179,6748
48723,52712,4198
48724,28472,4588
48725,54353,6096
48726,57599,5404
48727,56618,5894
48728,39375,24656
48729,47422,10758
48730,47816,6059
48731,46083,5515
48732,48247,9140
48733,47847,5490
48734,81222,6555
48735,56875,6857
48737,38688,6179
48738,55089,14689
48739,40953,6347
48740,49078,3625
48741,54250,11052
48742,44878,4766
48743,"2,500",
48744,50223,4923
48745,44423,13045
48746,57280,4108
48747,69583,12928
48748,42361,5931
48749,46618,5223
48750,42145,3697
48754,64688,10521
48755,56042,4719
48756,34470,4529
48757,66875,6753
48759,53341,6136
48760,53167,12875
48761,39485,4966
48762,54327,7121
48763,54515,3780
48765,40536,7477
48766,47083,7232
48767,65278,5832
48768,52097,6626
48770,44539,4506
48801,48827,3097
48806,54531,10056
48807,54123,3506
48808,75708,13735
48809,59640,9088
48811,54236,7664
48813,71893,2939
48815,73864,5879
48816,41330,442
48817,53273,6407
48818,49955,9866
48819,80443,5679
48820,90091,7953
48821,92371,6797
48822,82019,12628
48823,47128,3072
48824,,
48825,,
48827,70812,3351
48829,47287,5391
48831,54467,2793
48832,60764,7567
48834,56944,5033
48835,75662,13541
48836,75188,7582
48837,85527,4910
48838,54391,3508
48840,70035,5556
48841,63750,12625
48842,71640,6269
48843,83354,2823
48845,53707,2704
48846,58612,6173
48847,57250,2946
48848,82161,5611
48849,70451,6128
48850,51667,6420
48851,57231,6263
48852,43333,21569
48853,41833,14257
48854,79992,4462
48855,87137,4512
48856,55750,16982
48857,72596,13213
48858,44194,3348
48859,,
48860,62250,18584
48861,80438,12929
48862,,
48864,99093,7300
48865,65000,14543
48866,64720,4965
48867,50700,2959
48870,29551,16964
48871,67344,14521
48872,69025,5921
48873,82607,18706
48874,64125,13660
48875,83479,4050
48876,65518,7173
48877,48625,5950
48878,49185,7497
48879,74928,7464
48880,50780,3649
48881,67171,8285
48883,60844,5234
48884,54676,4129
48885,62596,10981
48886,58295,9332
48888,50475,6590
48889,56667,12265
48890,58828,5918
48891,53182,4159
48892,78030,12648
48893,63669,2179
48894,85385,13919
48895,100563,11438
48896,,
48897,60125,15354
48906,53125,3561
48910,45280,2350
48911,49886,2491
48912,47174,3303
48915,46544,11003
48917,66096,3083
48933,31313,7458
49001,49414,3747
49002,63080,5387
49004,60235,9043
49006,39193,4220
49007,33120,4678
49008,60000,4540
49009,74491,6908
49010,61117,6561
49011,53813,10985
49012,78173,11891
49013,55918,8052
49014,56703,3682
49015,61321,4642
49017,50215,5282
49021,69047,5653
49022,33402,1967
49024,73711,4948
49026,57809,16143
49027,,
49028,59069,3839
49029,64948,9315
49030,59833,4219
49031,56369,10099
49032,61477,8481
49033,85179,14108
49034,63384,6068
49036,54518,2471
49037,37739,5692
49038,57741,9932
49040,54143,5482
49042,61875,5404
49043,31028,4173
49045,51709,4413
49046,76657,7706
49047,50655,4168
49048,54042,3811
49050,67188,8135
49051,89310,43956
49052,51719,8362
49053,69817,8241
49055,63350,3910
49056,49286,8753
49057,40750,10790
49058,61420,4053
49060,,
49061,69135,10575
49063,,
49064,59932,10235
49065,66556,6112
49066,53636,16027
49067,61901,4245
49068,69090,3530
49070,66490,9663
49071,94616,7598
49072,61083,10984
49073,51848,8756
49074,,
49075,61625,24024
49076,57708,4969
49078,62814,4307
49079,68693,5435
49080,73690,5869
49082,59574,5632
49083,98281,20144
49084,29643,11777
49085,86946,7896
49087,91176,14586
49088,92434,8506
49089,51513,4889
49090,54598,7099
49091,56149,3471
49092,57500,10242
49093,56905,3887
49094,57143,6607
49095,76809,7749
49096,66563,7825
49097,72788,11081
49098,50527,4346
49099,55000,8267
49101,64000,13882
49102,,
49103,56123,6272
49104,,
49106,83919,17624
49107,58526,3824
49111,59094,6215
49112,63584,5027
49113,49122,5668
49115,43182,32691
49116,102500,57658
49117,64727,10762
49119,58125,7195
49120,55905,3541
49125,71920,6577
49126,57552,13785
49127,82300,5131
49128,63255,5225
49129,94597,37512
49130,74886,9411
49201,65284,5173
49202,37906,3096
49203,50073,3097
49220,66167,17007
49221,52120,3369
49224,47523,4951
49227,52361,5658
49228,63202,7585
49229,81053,12815
49230,75478,8701
49232,51339,4375
49233,72381,11837
49234,87130,13855
49235,58523,13206
49236,69694,6546
49237,59519,4304
49238,70481,3970
49240,91000,5908
49241,78250,30284
49242,52198,2775
49245,53814,3345
49246,67426,15875
49247,54852,5227
49248,63274,20006
49249,69890,12559
49250,54457,5170
49251,78403,5836
49252,47601,3663
49253,71414,10303
49254,63200,21183
49255,46250,13804
49256,45813,6257
49258,,
49259,50987,15273
49261,,
49262,42500,9793
49263,,
49264,74375,21107
49265,70078,7601
49266,55780,6012
49267,85548,8691
49268,68611,12591
49269,68131,4281
49270,79803,11509
49271,49688,5600
49272,65913,22660
49274,50735,4870
49276,66000,13216
49277,74815,5407
49279,62250,10326
49282,60833,49323
49283,75083,11213
49284,59519,7426
49285,62401,6056
49286,68099,3459
49287,77684,20389
49288,58162,12980
49289,64063,52048
49301,149356,14194
49302,104405,15000
49303,71750,12588
49304,31123,3654
49305,39974,2803
49306,93422,11620
49307,43926,4621
49309,38542,6263
49310,54595,5411
49312,33125,11984
49315,92533,5074
49316,95423,8013
49318,63281,11361
49319,70770,6818
49320,68214,16965
49321,60487,4788
49322,51250,14757
49323,83560,3844
49325,75625,11170
49326,65580,8946
49327,60689,3543
49328,76528,9334
49329,62857,6166
49330,69718,12563
49331,87987,4422
49332,54439,5361
49333,85821,6039
49335,,
49336,48043,6910
49337,54500,3502
49338,51458,13734
49339,62269,9832
49340,51125,12947
49341,101037,4953
49342,47434,20675
49343,72350,8931
49344,77054,13058
49345,77599,5193
49346,63000,7853
49347,69821,13736
49348,70601,4275
49349,47527,3921
49401,66441,5271
49402,43850,7239
49403,77500,11818
49404,75912,10753
49405,54671,14053
49406,86750,39273
49408,63739,3210
49409,,
49410,45179,14708
49411,54250,13804
49412,55074,7834
49415,73803,7405
49417,74106,3967
49418,74637,8220
49419,85261,8970
49420,53661,5567
49421,47052,2445
49423,69347,3816
49424,73383,2984
49425,58625,10672
49426,96004,5503
49428,78457,5157
49430,,
49431,56193,2010
49434,,
49435,84875,23533
49436,58694,5140
49437,67321,3455
49440,23820,2840
49441,58536,3133
49442,43943,2859
49443,,
49444,46296,5062
49445,78003,6320
49446,67635,11090
49448,74951,12907
49449,64100,6501
49450,40596,14139
49451,67321,5698
49452,57216,7066
49453,85952,30080
49454,53173,3726
49455,57963,4530
49456,73902,6453
49457,68075,5088
49458,,
49459,51591,4579
49460,85378,7560
49461,69366,6772
49464,86742,4252
49503,52441,2506
49504,57413,4334
49505,59261,5689
49506,96348,4084
49507,47216,3275
49508,61324,5869
49509,54606,2539
49512,55346,5672
49519,62957,3666
49525,80841,6717
49534,71313,3951
49544,56780,11391
49546,84304,4937
49548,54319,3242
49601,56664,5184
49611,,
49612,56771,9162
49613,60781,18916
49614,62614,8806
49615,61208,7672
49616,39482,5984
49617,72944,6916
49618,44485,9751
49619,48875,4883
49620,61528,6153
49621,71000,11679
49622,53325,3750
49623,50948,3714
49625,44250,8973
49626,48309,2738
49627,47813,6254
49628,76750,45012
49629,61538,14848
49630,79219,13744
49631,43136,4871
49632,43586,2800
49633,60764,9484
49634,75833,44547
49635,63000,7403
49636,94671,25345
49637,57460,28614
49638,44063,6422
49639,51184,6332
49640,68750,9545
49642,22829,1740
49643,74458,16401
49644,49702,6836
49645,47411,7714
49646,47624,3727
49648,78229,7149
49649,63912,7142
49650,84467,3237
49651,50481,3003
49653,75647,4111
49654,77000,32189
49655,54694,5752
49656,47760,6109
49657,56850,8114
49659,52346,5045
49660,55882,5266
49663,48373,3376
49664,66600,8407
49665,47204,4518
49667,43676,6661
49668,52426,8475
49670,76607,8246
49674,78365,48849
49675,46250,18996
49676,59239,5762
49677,53320,2397
49679,59250,13445
49680,51989,13012
49682,76400,16462
49683,44570,1805
49684,65667,6978
49685,68640,4839
49686,64334,5186
49688,55781,4838
49689,60294,8753
49690,85924,7450
49696,90069,7810
49701,51000,18199
49705,65921,10258
49706,53586,3529
49707,44138,2187
49709,44846,3778
49710,57750,24314
49712,64286,2567
49713,59457,12200
49715,57143,8131
49716,88409,17259
49717,75750,22324
49718,41136,2856
49719,66118,8011
49720,61103,5920
49721,51500,4250
49722,79135,20050
49724,56838,22274
49725,48125,9913
49726,53077,12203
49727,59562,4506
49728,61389,12123
49729,68088,5022
49730,65139,4067
49733,55833,10416
49735,59535,5662
49736,39792,16333
49738,53872,5281
49740,71857,7752
49743,46250,4666
49744,45144,8386
49745,41726,7812
49746,41042,4028
49747,47917,7280
49748,28750,19267
49749,58939,6390
49751,62071,7813
49752,68988,10829
49753,55179,8275
49755,55313,4220
49756,45375,8643
49757,60500,18922
49759,51288,3210
49760,44792,13515
49762,51875,13278
49764,,
49765,48618,6394
49766,46339,3341
49768,54531,15143
49769,53884,4366
49770,68396,5387
49774,59444,9950
49775,69167,15508
49776,51750,5989
49777,78207,13468
49779,51786,4119
49780,63542,10260
49781,52292,3910
49782,67188,9540
49783,52548,4092
49784,,
49788,38102,10402
49791,58929,20531
49793,60500,5951
49795,50878,2670
49796,73583,8475
49799,41505,3205
49801,53097,5015
49802,52791,3777
49805,44219,12837
49806,69545,6138
49807,62222,8957
49808,43393,33161
49812,50568,5905
49814,68561,4286
49815,67222,15156
49816,61667,10962
49817,55278,8473
49818,51429,5051
49820,47500,35071
49821,54500,11707
49822,43958,18388
49825,45000,21986
49826,23529,2155
49827,37474,10808
49829,43514,2612
49831,76667,8740
49833,43750,6984
49834,54583,31122
49835,45781,3113
49836,60938,24814
49837,60180,6479
49838,33409,12578
49839,41972,13168
49840,52941,4544
49841,54194,4193
49847,63309,10076
49848,32708,3651
49849,60438,5525
49852,51563,35749
49853,56055,3429
49854,55137,3062
49855,56796,3375
49858,51748,3364
49861,57813,11551
49862,48209,5281
49863,36786,27645
49864,32083,14162
49866,65436,8094
49868,48039,4402
49870,56233,11669
49871,55313,7154
49872,46012,2268
49873,50313,19522
49874,56563,20130
49876,63690,37238
49877,,
49878,57930,4299
49879,40833,11863
49880,56492,4736
49881,65208,56129
49883,40938,9956
49884,36500,19574
49885,66827,11123
49886,58571,32109
49887,48080,6494
49891,50500,9456
49892,65809,10155
49893,62656,10425
49894,49313,31933
49895,43000,10836
49896,56042,6374
49901,49250,17619
49902,33629,1281
49903,33594,1550
49905,74474,19645
49908,41250,6407
49910,32778,13360
49911,48705,14253
49912,42500,10831
49913,44878,6733
49915,45250,5260
49916,73606,6310
49917,49063,21372
49918,54583,17018
49919,40208,13535
49920,50000,7605
49921,17422,6711
49922,43393,19363
49925,48047,7883
49927,53125,14162
49929,50357,11052
49930,55236,5786
49931,38003,8529
49934,43293,4063
49935,45529,4306
49938,39176,2362
49942,30938,18057
49945,44952,10029
49946,48475,3778
49947,44643,12936
49948,52656,8622
49950,59464,9524
49952,55625,15722
49953,47974,4517
49955,56354,6717
49958,40288,13395
49959,50833,20729
49960,34635,8564
49961,48750,29234
49962,37188,22690
49963,35156,10287
49965,69125,12898
49967,46071,10973
49968,43459,5855
49969,48170,7152
49970,58750,13748
49971,41893,1836
50001,115278,26680
50002,68550,11251
50003,89732,11272
50005,65066,24057
50006,62500,9695
50007,127083,35402
50008,62656,28053
50009,84204,4491
50010,60432,3230
50012,,
50013,,
50014,51484,4365
50020,60625,10335
50021,88964,8262
50022,54211,5317
50023,97582,8904
50025,60110,7769
50026,47054,22570
50027,48504,826
50028,64167,13192
50029,48125,8010
50031,78750,66074
50032,16855,12406
50033,,
50034,59375,20090
50035,109734,7708
50036,67269,6814
50038,66000,5510
50039,108750,44550
50040,50000,23133
50041,,
50042,60313,13591
50044,66053,3820
50046,79158,11701
50047,89763,8770
50048,53516,9384
50049,54441,5470
50050,54196,6854
50051,52200,27431
50052,41875,33160
50054,79762,9016
50055,82917,30677
50056,68077,13235
50057,,
50058,58804,7131
50060,57000,4996
50061,136573,17573
50062,46250,18049
50063,91094,19540
50064,80670,28136
50065,44231,8951
50066,62917,26901
50067,55547,8544
50068,66607,35269
50069,77938,6001
50070,75435,11721
50071,68750,26465
50072,98715,8699
50073,83984,23444
50074,59271,21651
50075,66250,8163
50076,49167,10267
50078,44167,16302
50101,,
50102,56250,46668
50103,52250,11454
50104,47031,10035
50105,94479,15060
50106,92969,14431
50107,48542,11625
50108,34861,21147
50109,106838,16254
50110,57500,30763
50111,92206,18788
50112,56302,3797
50115,63281,9060
50116,55000,36580
50117,36458,23065
50118,68068,6725
50119,49375,19721
50120,103750,83956
50122,71875,11345
50123,57250,11870
50124,112162,15042
50125,76250,5793
50126,53719,8642
50127,,
50128,43594,12490
50129,50022,6470
50130,75208,11123
50131,92743,10371
50132,71211,1124
50133,47813,23936
50134,85417,31565
50135,60909,18457
50136,51125,8149
50137,70000,65625
50138,58852,4536
50139,61121,8521
50140,50125,7186
50141,64464,18602
50142,57500,6231
50143,65000,45863
50144,62645,3514
50145,,
50146,59750,41916
50147,44844,17581
50148,73958,5976
50149,59188,8164
50150,70298,16777
50151,77782,9874
50152,85893,15049
50153,65000,10347
50154,67813,14894
50155,48125,39037
50156,80000,14287
50157,53920,20769
50158,61628,4450
50160,43947,17016
50161,82656,12308
50162,60833,21718
50163,59000,10236
50164,71964,7275
50165,,
50166,77292,18662
50167,71000,11424
50168,89792,17321
50169,75179,14274
50170,76488,12973
50171,52917,7887
50173,51250,17330
50174,59167,4010
50201,73625,12870
50206,95536,16301
50207,68676,10984
50208,54804,3440
50210,79792,28663
50211,92363,5877
50212,72083,21215
50213,57787,3828
50214,108819,84168
50216,76912,12064
50217,65417,16834
50218,52353,36192
50219,83101,5805
50220,57488,4983
50222,78750,35149
50223,52554,22446
50225,61473,2897
50226,131415,14637
50227,33646,21660
50228,75948,11689
50229,102292,10278
50230,72679,12280
50231,58125,19082
50232,66875,30265
50233,72045,14729
50234,69464,20398
50235,61667,9761
50236,74034,13692
50237,90204,17108
50238,48819,9216
50239,,
50240,92159,12801
50241,58125,13159
50242,68750,28311
50243,72083,14513
50244,81920,10827
50246,57500,12147
50247,74688,18131
50248,70729,17852
50249,52679,9909
50250,58077,18610
50251,83036,8978
50252,126250,62888
50254,84688,5882
50255,38750,18647
50256,59821,14060
50257,77778,24905
50258,72622,10909
50261,128194,11355
50262,45000,28622
50263,102478,8373
50264,53207,18215
50265,73935,3655
50266,79463,7418
50268,45714,6720
50269,61875,21123
50271,77000,22500
50272,56875,31112
50273,68379,5714
50274,66765,12063
50275,60250,14794
50276,81506,12447
50277,77917,26582
50278,51667,13902
50309,51241,5224
50310,67769,2302
50311,57065,5691
50312,69757,7947
50313,58208,3541
50314,37083,7853
50315,55459,4552
50316,46577,1617
50317,58672,2519
50319,,
50320,74219,7008
