ZipCode,MedianIncome,MarginOfError
24124,52708,6149
24127,49861,11268
24128,64091,10301
24129,,
24131,,
24132,,
24133,43438,7609
24134,61837,5426
24136,61321,9801
24137,57770,21836
24138,52030,9850
24139,30549,20505
24141,53576,4183
24142,,
24147,49205,35304
24148,47122,7853
24149,55714,10150
24150,61250,27593
24151,54234,4237
24153,70168,4981
24161,43158,39338
24162,64133,6863
24165,53412,14803
24167,,
24168,,
24171,52161,9214
24174,53523,9760
24175,74198,7664
24176,98594,25659
24179,64938,6522
24184,55550,8865
24185,70029,8083
24201,42669,4323
24202,53374,2918
24210,51502,5684
24211,74434,5231
24216,32873,5198
24217,44643,43815
24219,57898,9725
24220,46289,12909
24221,41771,22169
24224,41610,4368
24225,27354,16283
24226,35417,16252
24228,35481,7493
24230,47986,6738
24236,32222,10365
24237,24292,4420
24239,,
24243,46827,6991
24244,36309,5858
24245,43162,18628
24246,32571,26921
24248,40833,18504
24250,28080,11872
24251,45449,4579
24256,34567,4535
24258,39044,18104
24260,33860,3633
24263,37317,12313
24265,,
24266,43044,6494
24269,,
24270,44583,5997
24271,40139,12373
24272,28504,12175
24273,35599,7673
24277,29938,6684
24279,40530,11651
24280,62344,18004
24281,45938,17021
24282,28500,11608
24283,33177,8611
24290,46875,21359
24292,31576,8086
24293,44286,5034
24301,51878,3507
24311,40813,5082
24312,31902,13951
24313,38472,14019
24314,52593,14811
24315,56995,6867
24316,,
24317,29593,9771
24318,58424,17827
24319,43564,5079
24322,,
24323,75282,19180
24324,73174,16774
24325,72392,6276
24326,38030,6501
24327,,
24328,42295,8994
24330,38382,5732
24333,47364,3384
24340,57188,16277
24343,46447,3583
24347,61838,7741
24348,40750,6982
24350,47500,11123
24351,16375,10243
24352,44365,17247
24354,40075,4590
24360,63445,9004
24361,61071,5775
24363,48188,11088
24366,39297,15763
24368,57865,12669
24370,42798,4656
24374,39023,18074
24375,53451,15991
24377,49145,15189
24378,29570,7571
24380,46431,22770
24381,54234,11474
24382,49813,5309
24401,54348,3918
24411,,
24412,,
24413,50417,9179
24415,,
24416,44153,6894
24421,86189,6225
24422,46034,5735
24426,47469,4512
24430,40357,11506
24431,51803,15244
24432,,
24433,60417,25127
24435,54846,25040
24437,74334,15798
24439,38700,13459
24440,60000,21637
24441,71964,11983
24442,58333,55958
24445,49332,12088
24448,,
24450,67423,5120
24457,,
24458,45143,23960
24459,89904,35281
24460,40227,22623
24464,31967,11675
24465,54599,11454
24467,87917,23740
24469,,
24471,56944,25038
24472,43750,25134
24473,61711,28301
24474,34688,32668
24476,66688,28500
24477,68898,4131
24479,79167,36425
24482,60911,6168
24483,92440,68654
24484,57794,18638
24485,67917,24117
24486,72037,15742
24487,70392,2570
24501,42951,2559
24502,58360,2910
24503,79335,6284
24504,44486,2884
24515,,
24517,39767,8325
24520,39589,17065
24521,62706,9499
24522,54191,10990
24523,57184,4929
24526,63246,15931
24527,65521,13200
24528,50538,4987
24529,40104,20291
24530,,
24531,50996,9528
24534,40341,11057
24536,,
24538,52625,9130
24539,50931,2884
24540,40496,3019
24541,44613,3371
24549,48893,14016
24550,65489,6233
24551,83995,7546
24553,65380,19959
24554,47500,7704
24555,52500,14479
24556,75881,7428
24557,39110,7486
24558,35781,10458
24562,55577,23278
24563,44965,5049
24565,44688,14479
24566,65956,9933
24569,45750,20440
24570,,
24571,44226,20351
24572,56044,4203
24574,62500,14282
24577,38389,7484
24578,56615,16389
24579,32000,18800
24580,49375,8734
24581,,
24586,48715,10179
24588,55999,4203
24589,47056,18434
24590,77807,16026
24592,49658,5416
24593,61614,18230
24594,44688,12287
24595,,
24597,45667,28512
24598,67260,8524
24599,36389,8323
24601,,
24602,40057,14876
24603,26970,8656
24604,22713,6971
24605,50960,8633
24606,,
24607,60714,46993
24609,45693,2583
24612,27619,7173
24613,38500,19709
24614,35101,7514
24620,32870,9896
24622,37045,17972
24630,48455,7337
24631,34485,21762
24634,36875,18931
24635,21776,7681
24637,57647,21576
24639,36373,7069
24641,31433,8936
24646,43071,2238
24649,43396,11671
24651,42365,17642
24656,53854,16217
24657,16675,5466
24701,39541,3462
24712,46923,9058
24714,55337,17886
24715,50329,15532
24716,30357,10343
24719,,
24724,17083,9670
24726,24491,5624
24729,38750,28527
24731,,
24733,,
24736,38151,13332
24737,28049,9186
24738,,
24739,54125,7275
24740,41121,5900
24747,31350,9188
24801,26326,9018
24808,36250,35391
24811,,
24813,,
24815,,
24816,,
24817,26433,25153
24818,45859,33062
24822,,
24823,45268,33811
24826,,
24827,49006,957
24828,32250,15968
24830,37708,33899
24831,52692,32645
24834,56094,23281
24836,36855,5328
24839,26490,12077
24843,,
24844,33534,21814
24845,,
24846,,
24847,,
24848,26125,3765
24849,,
24850,,
24851,37125,9257
24853,,
24854,,
24855,33309,26243
24857,,
24860,81094,25385
24861,28750,19456
24862,12473,12144
24866,34787,31133
24867,,
24868,19938,6955
24869,29567,12950
24870,41116,7298
24871,50398,40041
24872,29063,8889
24873,65792,22590
24874,34957,17228
24878,31563,5973
24879,28278,13143
24880,,
24881,36471,4639
24882,74021,7616
24884,,
24887,,
24888,,
24892,30925,10948
24894,22946,12686
24895,,
24898,,
24901,42837,6328
24910,36057,8608
24915,39625,8144
24916,65534,18261
24918,47083,20806
24920,,
24924,29737,8570
24925,29224,19124
24927,19250,12873
24931,47125,31075
24934,36154,2086
24935,,
24938,67805,17748
24941,50802,11493
24943,74554,40410
24944,40625,19300
24945,,
24946,55417,22827
24951,58250,17019
24954,37875,10169
24957,192461,109963
24962,,
24963,58688,3169
24966,47059,20112
24970,38431,8690
24974,,
24976,39528,8549
24977,,
24981,120466,103997
24983,37741,7301
24984,,
24985,41589,13539
24986,39445,5290
24991,48768,4820
24993,,
25002,,
25003,49601,18508
25005,73750,10833
25007,36143,14446
25008,,
25009,32159,9934
25011,62188,44362
25015,44209,3405
25019,35208,26108
25021,,
25022,39327,27724
25024,24306,19959
25025,,
25028,41645,8353
25030,63750,42785
25031,48268,17087
25033,54583,15666
25035,,
25036,,
25039,53563,4687
25040,83924,26201
25043,31731,25891
25044,43295,20600
25045,36471,12031
25047,,
25048,,
25049,102917,98329
25051,55647,32557
25053,51848,9403
25054,,
25057,"2,500",
25059,60288,23241
25060,,
25061,76750,58880
25062,,
25063,37637,8560
25064,45349,5779
25067,47065,26678
25070,63281,17278
25071,58750,8741
25075,,
25076,30446,24771
25081,83065,29812
25082,80833,30521
25083,55278,24294
25085,38333,12433
25086,57000,15571
25088,,
25090,,
25093,71250,22947
25102,61667,56359
25103,,
25106,,
25107,,
25108,32000,22910
25109,39886,6760
25110,48391,6591
25111,38674,13630
25112,,
25113,29408,12617
25114,12216,10272
25115,36595,1726
25118,,
25119,15897,10970
25121,48068,11300
25123,41551,7180
25124,45625,31860
25125,52039,24672
25126,,
25130,51585,13571
25132,39702,2460
25133,22406,15611
25134,23730,1388
25136,24773,8351
25139,51250,49986
25140,20738,7949
25141,49375,16990
25142,71033,17324
25143,46390,5554
25148,60481,15335
25149,,
25152,50270,45243
25154,72857,37137
25156,,
25159,49904,13642
25160,40833,4750
25161,,
25162,56250,12910
25164,46813,15859
25165,83036,37239
25168,77841,14957
25169,62000,60814
25173,35223,15188
25174,,
25177,48516,4529
25180,,
25181,,
25183,,
25185,,
25186,37500,14622
25187,43793,35135
25193,47500,16982
25201,,
25202,65568,11826
25203,,
25204,43750,35138
25205,27375,9305
25206,,
25208,30968,6289
25209,26797,18509
25211,,
25213,77517,13889
25214,,
25231,,
25234,37467,19386
25235,,
25239,41471,30061
25241,55729,42125
25243,31400,25751
25244,57174,43761
25245,70732,60499
25247,47292,14739
25248,53627,24388
25251,46766,4044
25252,39323,7670
25253,53047,16395
25259,47813,32602
25260,39167,10049
25261,,
25262,63158,35944
25264,55303,25544
25265,57336,9870
25266,48021,4412
25267,24550,14413
25268,29926,23733
25270,43214,17112
25271,46853,10506
25275,71250,26352
25276,33075,3193
25285,41875,17887
25286,40278,15562
25287,47854,4171
25301,21179,6311
25302,43806,6161
25303,61250,10686
25304,72000,6904
25305,,
25306,56324,7696
25309,49428,5331
25311,43837,7657
25312,49112,3615
25313,55463,4359
25314,74965,16300
25315,44238,4981
25320,38954,7599
25387,32978,7676
25401,43039,7183
25403,69324,10646
25404,58907,5593
25405,82238,5361
25411,58103,6243
25413,69128,7325
25414,89819,7809
25419,75298,2762
25420,82569,11979
25421,,
25422,32087,5475
25425,84020,7142
25427,72738,6902
25428,73537,5098
25430,75256,15272
25431,,
25432,47000,21652
25434,68381,20569
25437,49205,38829
25438,74726,9055
25442,104647,20658
25443,90954,4205
25444,,
25446,155045,28364
25501,46134,17924
25502,68333,39687
25503,51354,26206
25504,56797,4319
25505,,
25506,44674,8174
25507,42880,22148
25508,44507,18071
25510,70365,10896
25511,27757,12634
25512,35864,2285
25514,44271,23029
25515,44455,14649
25517,30729,13008
25520,58782,34066
25521,55804,25484
25523,40407,8210
25524,41181,10470
25526,73810,8302
25529,54489,5648
25530,47540,8180
25534,,
25535,88725,28626
25537,44114,25229
25540,,
25541,44588,7491
25544,,
25545,75309,13702
25547,44474,20188
25550,57425,12591
25555,59362,9060
25557,30444,25554
25559,29912,20184
25560,89557,11067
25564,107090,23897
25565,28953,20224
25567,,
25570,40154,7473
25571,56250,22457
25573,50505,32521
25601,44833,6734
25606,43214,10404
25607,21028,5346
25608,47277,9912
25611,24467,21269
25612,,
25617,,
25621,52619,14477
25624,10822,1484
25625,52907,17241
25628,,
25630,36563,24447
25632,,
25634,33854,6383
25635,74688,30942
25637,33636,18922
25638,66713,56500
25639,40463,12830
25644,,
25646,27050,13286
25647,36413,6336
25649,49056,10376
25650,,
25651,19167,10630
25652,33068,22408
25653,33684,17488
25654,,
25661,25000,11689
25666,,
25667,41779,25755
25669,26058,15209
25670,41200,6368
25671,41324,22352
25672,21464,10624
25674,24389,12591
25676,,
25678,39965,23423
25685,37342,29274
25688,,
25690,63167,48513
25692,27564,17028
25696,38071,8462
25699,,
25701,42727,5060
25702,26860,4057
25703,19253,4720
25704,43014,2771
25705,51341,3085
25755,,
25801,42880,6283
25810,,
25811,,
25812,38007,10986
25813,54135,11610
25817,60772,1831
25818,,
25820,44464,19142
25823,,
25825,51696,9903
25826,,
25827,54154,18433
25831,56121,19483
25832,81106,14438
25836,,
25837,,
25839,,
25840,55578,6169
25841,71000,29969
25843,98778,57114
25844,67753,34014
25845,18558,18367
25846,,
25848,43854,30483
25849,45584,34392
25851,,
25853,,
25854,51750,26371
25855,,
25857,,
25862,24826,2655
25864,,
25865,34138,7555
25866,60461,26447
25868,,
25870,,
25871,30547,13131
25873,30755,10842
25875,72045,14065
25876,,
25878,,
25879,,
25880,36703,9386
25882,69886,20240
25901,45026,7231
25902,,
25904,23313,18201
25907,,
25908,,
25909,47308,22332
25911,37400,7879
25913,51976,25541
25915,39643,9412
25916,,
25917,52632,18922
25918,58324,8957
25920,,
25921,27692,8183
25922,,
25928,19198,15090
25932,72355,16224
25936,,
25938,41319,37165
25942,52375,36400
25943,,
25951,34269,6383
25958,,
25962,38633,6857
25966,66042,9028
25969,67885,28199
25971,56250,40980
25972,28750,14754
25976,42772,9513
25977,,
25978,66944,17559
25979,28750,13181
25981,26458,15328
25984,24848,8355
25985,34063,25047
25986,63708,20385
25989,,
26003,51887,2912
26030,34531,10487
26031,35580,6750
26032,59063,24429
26033,52455,10661
26034,49838,11869
26035,60282,29334
26036,145063,90097
26037,54929,16856
26038,78872,18874
26039,,
26040,39402,9219
26041,47980,6682
26047,51696,6283
26050,23514,7735
26055,28750,15170
26056,140417,120939
26058,,
26059,69408,21124
26060,70125,20612
26062,53360,3240
26070,51075,6797
26074,46250,22498
26075,43750,24406
26101,41259,2688
26104,41122,3465
26105,58287,5203
26133,66326,29178
26134,53646,27745
26136,31250,13266
26137,47750,27748
26138,,
26141,38938,4867
26142,62864,12833
26143,51250,8083
26146,64375,29741
26147,46473,13653
26148,,
26149,56932,14990
26150,63110,12292
26151,25568,19463
26152,,
26155,51652,10009
26159,51625,9358
26160,63542,32249
26161,59306,34759
26162,,
26164,51530,14206
26167,33080,14262
26169,81528,33033
26170,54437,6986
26175,51383,15601
26178,36603,2066
26180,54934,17084
26181,73719,12798
26184,61250,22531
26187,75338,7169
26201,45078,3601
26202,32000,5096
26203,,
26205,43355,14141
26206,38459,7102
26208,43696,11873
26209,31576,24318
26210,,
26215,,
26217,,
26218,48341,8934
26222,36776,16975
26224,65078,52575
26228,,
26230,,
26234,29566,21798
26236,,
26237,38266,33202
26238,40833,7342
26241,43456,6777
26250,43592,3556
26253,56552,9015
26254,,
26257,56000,26648
26259,,
26260,53841,4465
26261,30186,5522
26263,,
26264,38958,8024
26266,,
26267,50274,28715
26268,,
26269,64167,25289
26270,42574,18755
26271,29375,13644
26273,33155,11938
26275,43000,14580
26276,52739,27829
26278,54901,11982
26280,41316,10936
26282,29875,14518
26283,40921,18326
26285,30536,6820
26287,48776,5821
26288,34270,6821
26289,27813,4108
26291,,
26292,54821,15029
26293,119209,85788
26294,36983,10422
26296,,
26298,,
26301,45700,3429
26320,49769,9841
26321,28661,7485
26323,25977,13754
26325,35000,34385
26327,41750,31355
26330,81217,4782
26335,66414,10947
26337,50909,16950
26338,57438,22523
26339,,
26342,63884,55119
26343,33984,13039
26346,53304,17588
26347,45893,13289
26348,21971,5279
26349,53889,13530
26351,45217,8101
26354,49496,11135
26361,,
26362,42115,6692
26366,,
26369,82531,48548
26372,89265,50998
26374,45515,12501
26376,33958,12115
26377,60234,41230
26378,72537,21326
26384,63750,27456
26385,58920,14926
26386,51677,4590
26404,,
26405,46875,12584
26408,69750,29148
26410,57368,11233
26411,68750,32356
26412,65598,29239
26415,57153,8348
26416,41002,6098
26419,66150,25978
26421,46063,12375
26422,85515,45093
26424,,
26425,56198,18266
26426,49882,4843
26430,,
26431,51104,4624
26435,,
26436,31288,2873
26437,82500,79008
26438,,
26440,51923,18100
26443,78836,19122
26444,46021,6649
26447,42738,19761
26448,43750,26619
26451,59000,27821
26452,39063,5825
26456,62059,19643
26463,34471,27438
26501,55413,4561
26505,40909,5471
26506,,
26508,75576,7053
26519,48176,9682
26520,76193,69276
26521,,
26524,,
26525,78688,19541
26534,28214,16655
26537,52351,9006
26541,77987,15932
26542,59650,11913
26543,,
26544,,
26546,,
26547,57092,9694
26554,54148,2133
26559,61848,11274
26560,,
26562,49750,29239
26563,33152,13573
26568,50458,41684
26570,58073,10570
26571,78456,20379
26572,44271,12714
26574,46618,5185
26575,36875,14384
26576,88750,16491
26581,54607,23171
26582,50156,7825
26585,59196,12376
26586,,
26587,68646,53983
26588,57149,12420
26590,86776,27609
26591,67929,8034
26601,56875,14714
26610,40714,6507
26611,,
26615,,
26617,,
26619,30551,7140
26621,37589,7725
26623,47625,12108
26624,44118,16751
26627,,
26629,41467,6546
26631,,
26636,,
26638,81648,27000
26651,50774,9813
26656,55943,28118
26660,66595,54132
26662,,
26667,,
26671,33800,15309
26676,65179,2335
26678,47372,29879
26679,42770,15566
26680,,
26681,34458,17154
26684,,
26690,51071,39574
26691,,
26704,56926,14787
26705,44167,13948
26707,28125,15269
26710,70625,8263
26711,76875,9748
26714,,
26716,85230,25002
26717,46705,22702
26719,55533,24340
26720,,
26722,35083,26403
26726,57194,5608
26731,,
26739,53400,18220
26743,52076,12300
26750,37500,9431
26753,61250,11105
26755,,
26757,41037,7166
26761,,
26763,51534,18683
26764,51544,7980
26767,78030,49206
26801,42700,11776
26802,34250,7148
26804,27457,14750
26807,45284,6622
26808,36964,12449
26810,62202,53721
26812,59464,16179
26814,66442,16141
26815,40729,12183
26817,,
26818,45234,15407
26823,,
26833,43661,10571
26836,43998,5275
26838,,
26845,70988,29720
26847,46536,7290
26851,59375,18744
26852,44500,21218
26855,57663,14016
26865,50950,25956
26866,77643,14774
26884,54821,13180
26886,48500,40817
27006,84985,5094
27007,75324,18516
27009,77243,30491
27011,48175,6910
27012,88209,7495
27013,49284,5725
27014,61250,19030
27016,50250,5591
27017,63906,10001
27018,56359,13475
27019,63301,14568
27020,50162,11849
27021,55996,3622
27022,37102,22939
27023,85708,11619
27024,54394,23561
27025,48033,4150
27027,39071,9342
27028,54573,5530
27030,42687,3574
27040,84097,8832
27041,54722,4227
27042,65000,44639
27043,66642,11667
27045,61099,2264
27046,47900,40018
27047,61458,13372
27048,55527,5496
27050,68412,13359
27051,52405,5281
27052,50368,5031
27053,51250,14662
27054,78750,15164
27055,56088,4971
27101,40961,2324
27103,53486,5125
27104,71319,5564
27105,33301,2870
27106,61158,3499
27107,48669,3297
27109,,
27110,,
27127,54750,4828
27201,,
27202,,
27203,40350,4436
27205,57600,3994
27207,59964,27787
27208,52200,7652
27209,42886,6906
27212,81108,14940
27213,,
27214,66493,16413
27215,58054,2370
27217,45821,3764
27229,44299,2919
27231,68636,10261
27233,63706,12572
27235,97953,9366
27239,53695,4185
27242,26156,14824
27243,79845,7146
27244,64612,6129
27247,,
27248,46750,7305
27249,79158,15995
27252,37944,9112
27253,52138,2798
27256,,
27258,55923,10076
27259,,
27260,34384,1978
27262,50895,5678
27263,49347,4366
27265,63741,3600
27268,,
27278,88767,6994
27281,64745,11509
27282,82409,9613
27283,74643,9311
27284,69499,2368
27288,45862,4510
27291,75625,16952
27292,44614,4140
27295,51778,3120
27298,48828,6051
27299,58704,11422
27301,68792,6407
27302,69524,5555
27305,48165,15330
27306,54637,9181
27310,143036,16499
27311,31134,6853
27312,85403,12672
27313,70094,14447
27314,63824,22513
27315,57829,12160
27316,43873,6837
27317,49934,4889
27320,44071,3325
27325,45026,5753
27326,57721,16976
27330,55090,3746
27332,66469,3608
27340,,
27341,53929,12333
27342,100769,68002
27343,105488,29224
27344,48067,6032
27349,64490,11507
27350,50982,8989
27351,,
27355,55518,10631
27356,53450,7096
27357,64028,11706
27358,114091,10831
27360,52425,3553
27370,61613,6139
27371,53363,4413
27374,20917,14489
27376,67150,12621
27377,76862,9185
27379,38616,9091
27401,40149,5593
27403,54240,6039
27405,40022,2654
27406,48184,3954
27407,52075,3727
27408,78271,9760
27409,52028,4320
27410,74102,2031
27411,,
27412,,
27455,85345,10585
27501,66950,5758
27502,124809,7613
27503,73524,27722
27504,53779,7222
27505,60341,12824
27506,,
27507,66615,33728
27508,47149,16598
27509,62303,10389
27510,61083,7099
27511,87598,6473
27513,108015,6994
27514,85804,6181
27516,85714,5487
27517,111295,7810
27518,107509,5084
27519,142168,5996
27520,76104,7867
27521,48196,7532
27522,67045,8879
27523,108025,13821
27524,59355,5946
27525,58507,5335
27526,82896,4022
27527,93460,12587
27529,72757,7023
27530,47554,2266
27531,,
27533,,
27534,51461,4385
27536,36835,3665
27537,48346,4749
27539,122110,6820
27540,112073,7433
27541,65859,20537
27542,52694,11160
27544,61571,12893
27545,70452,5062
27546,55284,4665
27549,52650,5693
27551,70729,25426
27553,38750,14205
27555,45000,32440
27556,,
27557,50538,8484
27559,51820,14802
27560,101850,3290
27562,147590,16058
27563,37064,7180
27565,50469,4524
27568,55000,15821
27569,63295,13590
27570,,
27571,117228,29300
27572,84333,17490
27573,35638,5305
27574,60864,9226
27576,46744,6125
27577,51674,4609
27581,64286,15053
27582,53750,20902
27583,69250,12809
27584,,
27587,107114,3904
27589,34730,3311
27591,71385,6149
27592,78635,11964
27593,,
27594,,
27596,82564,7539
27597,72094,6705
27599,,
27601,61333,6632
27603,74737,5226
27604,71126,4200
27605,58253,6099
27606,65133,6581
27607,76486,8882
27608,146295,16472
27609,73979,5258
27610,58177,5531
27612,83883,7540
27613,109405,5931
27614,119151,17214
27615,92762,6378
27616,69324,5628
27617,96081,10078
27695,,
27697,,
27701,51240,2860
27703,73550,6029
27704,53831,3107
27705,58350,4061
27707,61923,5229
27708,,
27709,,
27712,87320,13385
27713,81432,4901
27801,39768,2822
27803,51018,5974
27804,54889,4559
27805,43880,4287
27806,46250,12849
27807,51721,10628
27808,87727,20278
27809,52808,5124
27810,40052,8767
27812,44113,9481
27813,49653,20170
27814,73450,22007
27815,,
27816,27317,18558
27817,56875,10617
27818,44602,7956
27819,34023,845
27820,50617,7595
27821,,
27822,52294,4821
27823,28004,6503
27824,48040,6599
27825,,
27826,35643,12547
27827,83340,43597
27828,53922,15031
27829,42130,19505
27830,44358,5083
27831,27083,7656
27832,33578,8368
27834,40471,3518
27837,72917,14820
27839,40724,15246
27840,28125,18136
27841,,
27842,68939,15348
27843,37949,12374
27844,35473,5765
27845,43032,23371
27846,42188,8389
27847,35469,24404
27849,37130,4133
27850,50500,8903
27851,47056,2975
27852,52679,15196
27853,42639,40638
27855,45147,6062
27856,58756,5204
27857,54269,9355
27858,51337,4832
27860,57465,12982
27861,,
27862,51188,24093
27863,74225,4365
27864,48141,10722
27865,82917,38941
27866,65774,29439
27869,36891,1740
27870,39937,3909
27871,38400,8621
27872,19250,9590
27873,27829,20326
27874,28513,9374
27875,,
27876,42631,8518
27877,,
27878,27146,5691
27879,,
27880,75203,12203
27881,,
27882,46419,6385
27883,49278,6046
27884,52553,13320
27885,40865,17692
27886,45052,3755
27888,34141,16643
27889,46711,6042
27890,34563,6299
27891,51278,11136
27892,42794,4953
27893,37767,2710
27896,61077,5827
27897,53977,16435
27909,56583,5095
27910,39567,3498
27915,30154,11214
27916,66653,4886
27917,48261,10510
27919,34545,32999
27920,66472,29669
27921,66517,2868
27922,37188,17183
27923,56500,7159
27924,43750,31084
27925,41250,18807
27926,41186,5237
27927,75592,16249
27928,49442,9649
27929,98750,15589
27932,44920,2766
27935,75963,6963
27936,36406,7811
27937,46005,15666
27938,44375,10823
27939,66456,12853
27941,36367,31849
27942,51875,20957
27943,48911,12910
27944,53150,2507
27946,65441,36754
27947,83537,15816
27948,67562,5594
27949,95542,10003
27950,82862,18371
27953,49871,11192
27954,57816,6737
27956,83828,78687
27957,,
27958,94415,6590
27959,74256,12836
27960,61591,22028
27962,34022,8486
27964,59159,9192
27965,83029,45330
27966,,
27967,21507,10618
27968,,
27969,56653,41250
27970,25926,7961
27972,55625,12448
27973,66364,18176
27974,45833,18006
27976,80790,15468
27978,42143,8761
27979,65110,33330
27980,68586,8677
27981,66581,12778
27982,,
27983,38147,4955
27985,,
27986,43864,6648
28001,50701,5138
28006,51964,29401
28007,52768,8302
28009,38636,5508
28012,72273,7735
28016,48028,8914
28017,,
28018,50174,7049
28019,,
28020,48466,24600
28021,49660,6943
28023,49945,10732
28024,,
28025,62468,5395
28027,84051,3646
28031,94883,5643
28032,69792,14330
28033,44685,9826
28034,55825,4291
28036,125938,12760
28037,93431,12234
28039,,
28040,47354,6592
28041,,
28042,,
28043,40326,5122
28052,40453,3173
28054,49825,3293
28056,78761,2732
28071,64805,9800
28072,51250,9155
28073,46625,5985
28074,,
28075,121734,13178
28076,,
28077,22639,7209
28078,102773,6456
28079,86692,5866
28080,66695,12484
28081,57867,5941
28083,51504,5276
28086,52575,4459
28088,58555,23716
28089,,
28090,44126,4025
28091,34715,14326
28092,55775,4429
28097,54195,6305
28098,46250,22439
28101,91875,72317
28102,52813,23528
28103,66393,7710
28104,118866,6880
28105,92479,5910
28107,89979,12286
28108,,
28109,26260,354
28110,75541,5554
28112,61111,6956
28114,51490,6335
28115,72332,4395
28117,98662,7377
28119,44141,7503
28120,64717,3765
28124,69442,6693
28125,72336,18370
28127,70338,9435
28128,60063,8017
28129,65181,6332
28133,56636,8000
28134,59580,6565
28135,53398,8940
28136,,
28137,68088,9817
28138,54623,4678
28139,45605,4919
28144,44986,5464
28146,58389,3320
28147,54068,5029
28150,41022,2614
28152,46119,2614
28159,56264,4448
28160,35578,6566
28163,68411,8860
28164,69201,8027
28166,73269,8405
28167,53219,8414
28168,56828,5859
28169,,
28170,34163,4391
28173,135541,6536
28174,57346,8122
28202,93150,9912
28203,91567,6602
28204,72500,11406
28205,61525,2900
28206,37299,4355
28207,192500,44831
28208,44711,3837
28209,84113,9202
28210,79403,7070
28211,101827,10691
28212,44747,2307
28213,49714,4275
28214,72302,5864
28215,55578,3371
28216,53462,3441
28217,55075,2471
28223,,
28226,107603,6302
28227,65198,4717
28244,,
28262,59021,2890
28269,72619,4277
28270,112190,7395
28273,75126,4323
28274,,
28277,111242,5272
28278,107998,6105
28280,,
28282,,
28301,30660,2523
28303,43839,1835
28304,51622,2208
28305,56786,14079
28306,56361,3629
28307,43441,3377
28308,,
28310,,
28311,51420,2710
28312,54276,9028
28314,52709,1706
28315,57066,5597
28318,47321,10602
28320,53269,4752
28323,60810,7483
28325,47708,32279
28326,72545,5874
28327,72629,4196
28328,42777,4583
28330,,
28331,32000,30460
28332,67883,22971
28333,34228,6520
28334,43576,3055
28337,34957,5393
28338,56200,10910
28339,45793,6330
28340,32403,2755
28341,47367,20413
28342,106250,61089
28343,41000,6514
28344,41612,4334
28345,33410,4539
28347,34767,9373
28348,60875,3289
28349,42117,14274
28350,121516,67313
28351,40190,5802
28352,38453,3898
28355,,
28356,55472,13546
28357,43750,9516
28358,41250,2851
28359,,
28360,44391,4167
28362,28750,13833
28363,40139,7484
28364,35321,6748
28365,47972,5288
28366,54873,7988
28367,38500,19139
28368,68542,27109
28369,36116,6863
28371,44407,5026
28372,30116,3228
28373,70625,18740
28374,94146,8215
28375,62935,15549
28376,55820,2316
28377,31990,4106
28378,,
28379,40476,5556
28382,63264,7983
28383,35035,3795
28384,37181,5622
28385,61875,7084
28386,28173,3215
28387,65558,4436
28390,49129,3801
28391,70545,12900
28392,31250,25506
28393,34088,2361
28394,62113,22561
28395,66333,5766
28396,50875,7240
28398,32270,9061
28399,41515,10138
28401,40555,4112
28403,47422,3583
28405,59062,4953
28409,95772,7790
28411,82718,4486
28412,60758,5488
28420,47976,6274
28421,55987,24258
28422,58315,7064
28423,41213,6782
28424,43750,20187
28425,56436,7418
28428,78173,13873
28429,57570,7524
28430,54698,15305
28431,31949,7260
28432,59722,54908
28433,33712,11396
28434,60313,30961
28435,34286,7859
28436,57083,11336
28438,47500,21045
28439,30479,8424
28441,40000,14319
28442,52950,18168
28443,80742,7694
28444,58611,9438
28445,72400,11521
28447,42853,15656
28448,25161,16646
28449,95114,17630
28450,57019,15374
28451,67224,4443
28452,56500,35776
28453,43547,10819
28454,54443,24338
28455,49225,21595
28456,38167,5067
28457,53746,4917
28458,38134,4821
28460,73097,10803
28461,73062,8376
28462,49194,5560
28463,33125,7541
28464,31891,7888
28465,84519,9246
28466,53285,11180
28467,66250,5222
28468,67396,13494
28469,69797,10751
28470,49397,6307
28472,38735,7553
28478,55689,14677
28479,65833,10990
28480,110481,19662
28501,30855,4158
28504,45962,5257
28508,50184,8773
28509,,
28510,55500,19162
28511,44605,5443
28512,72059,9965
28513,52813,8036
28515,27703,6857
28516,49183,5224
28518,53236,7670
28519,41875,22053
28520,60257,50520
28521,52255,3794
28523,42014,21107
28524,63750,34164
28525,41571,8221
28526,39444,17480
28527,44079,35262
28528,46607,25745
28529,55833,7304
28530,33314,6355
28531,60500,17379
28532,57516,3546
28533,,
28537,,
28538,53648,9616
28539,53946,11840
28540,52263,3351
28542,107685,19603
28543,37952,5168
28544,60000,16161
28546,52154,4181
28547,63438,10738
28551,50417,12286
28552,53242,35056
28553,,
28554,,
28555,52746,12752
28556,73750,44700
28557,60657,6075
28560,54656,5150
28562,67307,6210
28570,63882,4898
28571,59830,13548
28572,52700,6516
28573,43625,18412
28574,52469,6431
28575,106250,50702
28577,95048,26306
28578,56733,9913
28579,71354,20181
28580,41704,3363
28581,,
28582,62583,15623
28584,68344,12659
28585,49375,14799
28586,36070,7132
28587,35341,21609
28589,,
28590,74726,5287
28594,87794,11542
28601,60277,2232
28602,49008,3809
28604,59250,8058
28605,64855,14088
28606,39766,13875
28607,43542,4738
28609,59710,10892
28610,65461,7946
28611,21500,18637
